app-1  | timestamp=2026-01-17T09:20:02.796Z level=INFO message="Starting ChitChat server" port=8080 environment=development log_level=DEBUG
app-1  | timestamp=2026-01-17T09:21:26.683Z level=INFO message="Creating user session" user_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554 session_id=3e66df62-e2d9-43e6-9121-24db32942060 device_info=curl/8.7.1
app-1  | timestamp=2026-01-17T09:21:26.684Z level=INFO message="User session created successfully" user_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554 session_id=3e66df62-e2d9-43e6-9121-24db32942060
app-1  | timestamp=2026-01-17T09:21:26.684Z level=INFO message="Register: successful" user_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554 session_id=3e66df62-e2d9-43e6-9121-24db32942060 expires_at=2026-01-24T09:21:26.684Z
app-1  | timestamp=2026-01-17T09:21:26.684Z level=INFO message="HTTP request completed" method=POST path=/api/auth/register status=200 duration=2.671625ms remote_addr=172.30.0.1:37500 user_agent=curl/8.7.1
app-1  | timestamp=2026-01-17T09:21:26.712Z level=DEBUG message="HTTP request received" method=POST path=/api/auth/register remote_addr=172.30.0.1:37516 user_agent=curl/8.7.1 query=""
app-1  | timestamp=2026-01-17T09:21:26.712Z level=INFO message="Register: processing registration" phone=2222222222 name=Bob
app-1  | timestamp=2026-01-17T09:21:26.712Z level=DEBUG message="Getting user by phone" phone=2222222222
app-1  | timestamp=2026-01-17T09:21:26.713Z level=DEBUG message="User not found by phone" phone=2222222222
app-1  | timestamp=2026-01-17T09:21:26.713Z level=INFO message="Creating user" phone=2222222222 name=Bob
app-1  | timestamp=2026-01-17T09:21:26.713Z level=INFO message="User created successfully" user_id=3b7d375a-d6a5-448b-b3a7-6297cf5ca3a4 phone=2222222222
app-1  | timestamp=2026-01-17T09:21:26.713Z level=INFO message="Register: new user created" user_id=3b7d375a-d6a5-448b-b3a7-6297cf5ca3a4 phone=2222222222 name=Bob
app-1  | timestamp=2026-01-17T09:21:26.713Z level=DEBUG message="Register: creating user session" user_id=3b7d375a-d6a5-448b-b3a7-6297cf5ca3a4 session_id=6d0d6a8c-665e-402d-b087-6e557673359e device=curl/8.7.1 ip=172.30.0.1
app-1  | timestamp=2026-01-17T09:21:26.713Z level=INFO message="Creating user session" user_id=3b7d375a-d6a5-448b-b3a7-6297cf5ca3a4 session_id=6d0d6a8c-665e-402d-b087-6e557673359e device_info=curl/8.7.1
app-1  | timestamp=2026-01-17T09:21:26.714Z level=INFO message="User session created successfully" user_id=3b7d375a-d6a5-448b-b3a7-6297cf5ca3a4 session_id=6d0d6a8c-665e-402d-b087-6e557673359e
app-1  | timestamp=2026-01-17T09:21:26.714Z level=INFO message="Register: successful" user_id=3b7d375a-d6a5-448b-b3a7-6297cf5ca3a4 session_id=6d0d6a8c-665e-402d-b087-6e557673359e expires_at=2026-01-24T09:21:26.714Z
app-1  | timestamp=2026-01-17T09:21:26.714Z level=INFO message="HTTP request completed" method=POST path=/api/auth/register status=200 duration=1.681833ms remote_addr=172.30.0.1:37516 user_agent=curl/8.7.1
app-1  | timestamp=2026-01-17T09:21:26.742Z level=DEBUG message="HTTP request received" method=POST path=/api/auth/register remote_addr=172.30.0.1:37530 user_agent=curl/8.7.1 query=""
app-1  | timestamp=2026-01-17T09:21:26.742Z level=INFO message="Register: processing registration" phone=3333333333 name=Charlie
app-1  | timestamp=2026-01-17T09:21:26.742Z level=DEBUG message="Getting user by phone" phone=3333333333
app-1  | timestamp=2026-01-17T09:21:26.743Z level=DEBUG message="User not found by phone" phone=3333333333
app-1  | timestamp=2026-01-17T09:21:26.743Z level=INFO message="Creating user" phone=3333333333 name=Charlie
app-1  | timestamp=2026-01-17T09:21:26.743Z level=INFO message="User created successfully" user_id=8585e1d2-9f54-4790-a9df-5fcebcd5d245 phone=3333333333
app-1  | timestamp=2026-01-17T09:21:26.743Z level=INFO message="Register: new user created" user_id=8585e1d2-9f54-4790-a9df-5fcebcd5d245 phone=3333333333 name=Charlie
app-1  | timestamp=2026-01-17T09:21:26.743Z level=DEBUG message="Register: creating user session" user_id=8585e1d2-9f54-4790-a9df-5fcebcd5d245 session_id=6e0c3394-551c-4893-a5b8-cbfe5888566f device=curl/8.7.1 ip=172.30.0.1
app-1  | timestamp=2026-01-17T09:21:26.743Z level=INFO message="Creating user session" user_id=8585e1d2-9f54-4790-a9df-5fcebcd5d245 session_id=6e0c3394-551c-4893-a5b8-cbfe5888566f device_info=curl/8.7.1
app-1  | timestamp=2026-01-17T09:21:26.744Z level=INFO message="User session created successfully" user_id=8585e1d2-9f54-4790-a9df-5fcebcd5d245 session_id=6e0c3394-551c-4893-a5b8-cbfe5888566f
app-1  | timestamp=2026-01-17T09:21:26.744Z level=INFO message="Register: successful" user_id=8585e1d2-9f54-4790-a9df-5fcebcd5d245 session_id=6e0c3394-551c-4893-a5b8-cbfe5888566f expires_at=2026-01-24T09:21:26.744Z
app-1  | timestamp=2026-01-17T09:21:26.744Z level=INFO message="HTTP request completed" method=POST path=/api/auth/register status=200 duration=1.833334ms remote_addr=172.30.0.1:37530 user_agent=curl/8.7.1
app-1  | timestamp=2026-01-17T09:21:26.771Z level=DEBUG message="HTTP request received" method=PUT path=/api/users/me remote_addr=172.30.0.1:37534 user_agent=curl/8.7.1 query=""
app-1  | timestamp=2026-01-17T09:21:26.771Z level=DEBUG message="API request received" method=PUT path=/api/users/me query="" content_type=application/json
app-1  | timestamp=2026-01-17T09:21:26.771Z level=INFO message="UpdateUser: updating user" user_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554
app-1  | timestamp=2026-01-17T09:21:26.771Z level=DEBUG message="UpdateUser: update request" user_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554 request="{Name: Status:Feeling coding-tastic}"
app-1  | timestamp=2026-01-17T09:21:26.771Z level=INFO message="Updating user" user_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554 updates="&{Name: Status:Feeling coding-tastic}"
app-1  | timestamp=2026-01-17T09:21:26.773Z level=INFO message="User updated successfully" user_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554
app-1  | timestamp=2026-01-17T09:21:26.773Z level=DEBUG message="Getting user by ID" user_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554
app-1  | timestamp=2026-01-17T09:21:26.773Z level=DEBUG message="User retrieved by ID" user_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554 name=""
app-1  | timestamp=2026-01-17T09:21:26.773Z level=INFO message="UpdateUser: user updated successfully" user_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554
app-1  | timestamp=2026-01-17T09:21:26.773Z level=INFO message="HTTP request completed" method=PUT path=/api/users/me status=200 duration=1.731ms remote_addr=172.30.0.1:37534 user_agent=curl/8.7.1
app-1  | timestamp=2026-01-17T09:21:26.786Z level=DEBUG message="HTTP request received" method=GET path=/api/users/search remote_addr=172.30.0.1:37544 user_agent=curl/8.7.1 query="q=Bob"
app-1  | timestamp=2026-01-17T09:21:26.786Z level=DEBUG message="API request received" method=GET path=/api/users/search query="q=Bob" content_type=""
app-1  | timestamp=2026-01-17T09:21:26.786Z level=INFO message="SearchUsers: searching users" user_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554 query=Bob
app-1  | timestamp=2026-01-17T09:21:26.786Z level=DEBUG message="SearchUsers: search parameters" user_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554 query=Bob limit=20
app-1  | timestamp=2026-01-17T09:21:26.786Z level=INFO message="Searching users" query=Bob limit=20
app-1  | timestamp=2026-01-17T09:21:26.787Z level=INFO message="User search completed" query=Bob results=1 limit=20
app-1  | timestamp=2026-01-17T09:21:26.787Z level=DEBUG message="SearchUsers: search completed" user_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554 query=Bob found=1 filtered=1
app-1  | timestamp=2026-01-17T09:21:26.787Z level=INFO message="HTTP request completed" method=GET path=/api/users/search status=200 duration=1.069625ms remote_addr=172.30.0.1:37544 user_agent=curl/8.7.1
app-1  | timestamp=2026-01-17T09:21:26.809Z level=DEBUG message="HTTP request received" method=POST path=/api/contacts remote_addr=172.30.0.1:37554 user_agent=curl/8.7.1 query=""
app-1  | timestamp=2026-01-17T09:21:26.809Z level=DEBUG message="API request received" method=POST path=/api/contacts query="" content_type=application/json
app-1  | timestamp=2026-01-17T09:21:26.809Z level=INFO message="AddContact: adding contact" requester_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554
app-1  | timestamp=2026-01-17T09:21:26.809Z level=WARN message="AddContact: missing target user ID" requester_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554
app-1  | timestamp=2026-01-17T09:21:26.809Z level=WARN message="HTTP request completed" method=POST path=/api/contacts status=400 duration=156.208µs remote_addr=172.30.0.1:37554 user_agent=curl/8.7.1
app-1  | timestamp=2026-01-17T09:21:26.809Z level=DEBUG message="Request details for error" method=POST path=/api/contacts query="" headers="map[Accept:[*/*] Authorization:[Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiMzA0NmY3YTYtN2UzZi00NmUwLTkzYjktZWQzZjc4MzJmNTU0Iiwic2Vzc2lvbl9pZCI6IjNlNjZkZjYyLWUyZDktNDNlNi05MTIxLTI0ZGIzMjk0MjA2MCIsImlzcyI6ImNoaXRjaGF0IiwiZXhwIjoxNzY5MjQ2NDg2LCJpYXQiOjE3Njg2NDE2ODZ9.FiT76kcl5Ok5MdpPdM7nqHxSPcRrtcNnm0hkJrU8Xjw] Content-Length:[53] Content-Type:[application/json] User-Agent:[curl/8.7.1]]"
app-1  | timestamp=2026-01-17T09:21:26.823Z level=DEBUG message="HTTP request received" method=POST path=/api/contacts remote_addr=172.30.0.1:37564 user_agent=curl/8.7.1 query=""
app-1  | timestamp=2026-01-17T09:21:26.823Z level=DEBUG message="API request received" method=POST path=/api/contacts query="" content_type=application/json
app-1  | timestamp=2026-01-17T09:21:26.823Z level=INFO message="AddContact: adding contact" requester_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554
app-1  | timestamp=2026-01-17T09:21:26.823Z level=WARN message="AddContact: missing target user ID" requester_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554
app-1  | timestamp=2026-01-17T09:21:26.823Z level=WARN message="HTTP request completed" method=POST path=/api/contacts status=400 duration=115.583µs remote_addr=172.30.0.1:37564 user_agent=curl/8.7.1
app-1  | timestamp=2026-01-17T09:21:26.823Z level=DEBUG message="Request details for error" method=POST path=/api/contacts query="" headers="map[Accept:[*/*] Authorization:[Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiMzA0NmY3YTYtN2UzZi00NmUwLTkzYjktZWQzZjc4MzJmNTU0Iiwic2Vzc2lvbl9pZCI6IjNlNjZkZjYyLWUyZDktNDNlNi05MTIxLTI0ZGIzMjk0MjA2MCIsImlzcyI6ImNoaXRjaGF0IiwiZXhwIjoxNzY5MjQ2NDg2LCJpYXQiOjE3Njg2NDE2ODZ9.FiT76kcl5Ok5MdpPdM7nqHxSPcRrtcNnm0hkJrU8Xjw] Content-Length:[53] Content-Type:[application/json] User-Agent:[curl/8.7.1]]"
app-1  | timestamp=2026-01-17T09:21:26.837Z level=DEBUG message="HTTP request received" method=POST path=/api/chats remote_addr=172.30.0.1:37574 user_agent=curl/8.7.1 query=""
app-1  | timestamp=2026-01-17T09:21:26.837Z level=DEBUG message="API request received" method=POST path=/api/chats query="" content_type=application/json
app-1  | timestamp=2026-01-17T09:21:26.837Z level=INFO message="CreateChat: creating new chat" user_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554 type=group name=0x400017ff00 user_count=2
app-1  | timestamp=2026-01-17T09:21:26.837Z level=INFO message="Creating chat" type=group name=0x400017ff00 created_by=3046f7a6-7e3f-46e0-93b9-ed3f7832f554 user_count=2
app-1  | timestamp=2026-01-17T09:21:26.838Z level=DEBUG message="Chat created in database" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565
app-1  | timestamp=2026-01-17T09:21:26.839Z level=DEBUG message="Added creator as chat member" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 user_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554
app-1  | timestamp=2026-01-17T09:21:26.839Z level=DEBUG message="Added chat member" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 user_id=3b7d375a-d6a5-448b-b3a7-6297cf5ca3a4
app-1  | timestamp=2026-01-17T09:21:26.839Z level=DEBUG message="Added chat member" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 user_id=8585e1d2-9f54-4790-a9df-5fcebcd5d245
app-1  | timestamp=2026-01-17T09:21:26.840Z level=DEBUG message="Created group settings" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565
app-1  | timestamp=2026-01-17T09:21:26.840Z level=DEBUG message="Invalidating user chats cache" user_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554
app-1  | timestamp=2026-01-17T09:21:26.840Z level=DEBUG message="User chats cache invalidated" user_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554 key=chats:3046f7a6-7e3f-46e0-93b9-ed3f7832f554 deleted_keys=0
app-1  | timestamp=2026-01-17T09:21:26.840Z level=DEBUG message="Invalidating user chats cache" user_id=3b7d375a-d6a5-448b-b3a7-6297cf5ca3a4
app-1  | timestamp=2026-01-17T09:21:26.840Z level=DEBUG message="User chats cache invalidated" user_id=3b7d375a-d6a5-448b-b3a7-6297cf5ca3a4 key=chats:3b7d375a-d6a5-448b-b3a7-6297cf5ca3a4 deleted_keys=0
app-1  | timestamp=2026-01-17T09:21:26.840Z level=DEBUG message="Invalidating user chats cache" user_id=8585e1d2-9f54-4790-a9df-5fcebcd5d245
app-1  | timestamp=2026-01-17T09:21:26.840Z level=DEBUG message="User chats cache invalidated" user_id=8585e1d2-9f54-4790-a9df-5fcebcd5d245 key=chats:8585e1d2-9f54-4790-a9df-5fcebcd5d245 deleted_keys=0
app-1  | timestamp=2026-01-17T09:21:26.840Z level=INFO message="Chat created successfully" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 type=group total_members=3
app-1  | timestamp=2026-01-17T09:21:26.840Z level=INFO message="CreateChat: chat created successfully" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 user_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554 type=group
app-1  | timestamp=2026-01-17T09:21:26.840Z level=DEBUG message="Getting chat members" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565
app-1  | timestamp=2026-01-17T09:21:26.841Z level=DEBUG message="Retrieved chat members" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 member_count=3
app-1  | timestamp=2026-01-17T09:21:26.841Z level=INFO message="HTTP request completed" method=POST path=/api/chats status=201 duration=4.236875ms remote_addr=172.30.0.1:37574 user_agent=curl/8.7.1
app-1  | timestamp=2026-01-17T09:21:26.862Z level=DEBUG message="HTTP request received" method=POST path=/api/messages remote_addr=172.30.0.1:37590 user_agent=curl/8.7.1 query=""
app-1  | timestamp=2026-01-17T09:21:26.862Z level=DEBUG message="API request received" method=POST path=/api/messages query="" content_type=application/json
app-1  | timestamp=2026-01-17T09:21:26.862Z level=INFO message="SendMessage: sending message" user_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554 chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 content_type=text
app-1  | timestamp=2026-01-17T09:21:26.862Z level=DEBUG message="Checking chat membership" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 user_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554
app-1  | timestamp=2026-01-17T09:21:26.862Z level=DEBUG message="User is a chat member" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 user_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554
app-1  | timestamp=2026-01-17T09:21:26.862Z level=INFO message="Saving message" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 sender_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554 content_type=text has_reply=false forwarded=false
app-1  | timestamp=2026-01-17T09:21:26.863Z level=DEBUG message="Message inserted in database" message_id=e0d36093-4f0e-4a74-9c37-99f795104f2d
app-1  | timestamp=2026-01-17T09:21:26.863Z level=DEBUG message="Getting chat members" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565
app-1  | timestamp=2026-01-17T09:21:26.867Z level=DEBUG message="Retrieved chat members" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 member_count=3
app-1  | timestamp=2026-01-17T09:21:26.867Z level=DEBUG message="Setting message status for members" message_id=e0d36093-4f0e-4a74-9c37-99f795104f2d member_count=3
app-1  | timestamp=2026-01-17T09:21:26.869Z level=DEBUG message="Invalidating chat messages cache" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565
app-1  | timestamp=2026-01-17T09:21:26.869Z level=DEBUG message="Chat messages cache invalidated" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 key=messages:240bcf42-fa54-4a0d-861c-ea5c9a14c565 deleted_keys=0
app-1  | timestamp=2026-01-17T09:21:26.869Z level=INFO message="Message saved successfully" message_id=e0d36093-4f0e-4a74-9c37-99f795104f2d chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 sender_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554
app-1  | timestamp=2026-01-17T09:21:26.869Z level=DEBUG message="Getting chat" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565
app-1  | timestamp=2026-01-17T09:21:26.870Z level=DEBUG message="Chat retrieved" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 type=group
app-1  | timestamp=2026-01-17T09:21:26.870Z level=DEBUG message="Getting chat members" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565
app-1  | timestamp=2026-01-17T09:21:26.870Z level=DEBUG message="Retrieved chat members" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 member_count=3
app-1  | timestamp=2026-01-17T09:21:26.870Z level=DEBUG message="Getting users by IDs" user_count=3
app-1  | timestamp=2026-01-17T09:21:26.870Z level=DEBUG message="Users retrieved by IDs" requested=3 found=3
app-1  | timestamp=2026-01-17T09:21:26.870Z level=INFO message="SendMessage: message sent successfully" user_id=3046f7a6-7e3f-46e0-93b9-ed3f7832f554 chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 message_id=e0d36093-4f0e-4a74-9c37-99f795104f2d
app-1  | timestamp=2026-01-17T09:21:26.870Z level=INFO message="HTTP request completed" method=POST path=/api/messages status=201 duration=8.155459ms remote_addr=172.30.0.1:37590 user_agent=curl/8.7.1
app-1  | timestamp=2026-01-17T09:21:26.892Z level=DEBUG message="HTTP request received" method=POST path=/api/messages/status remote_addr=172.30.0.1:37606 user_agent=curl/8.7.1 query=""
app-1  | timestamp=2026-01-17T09:21:26.893Z level=DEBUG message="API request received" method=POST path=/api/messages/status query="" content_type=application/json
app-1  | timestamp=2026-01-17T09:21:26.893Z level=DEBUG message="UpdateMessageStatus: updating status" user_id=3b7d375a-d6a5-448b-b3a7-6297cf5ca3a4 message_id=e0d36093-4f0e-4a74-9c37-99f795104f2d status=read
app-1  | timestamp=2026-01-17T09:21:26.893Z level=INFO message="Updating message status" message_id=e0d36093-4f0e-4a74-9c37-99f795104f2d user_id=3b7d375a-d6a5-448b-b3a7-6297cf5ca3a4 status=read
app-1  | timestamp=2026-01-17T09:21:26.894Z level=DEBUG message="Invalidating chat messages cache" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565
app-1  | timestamp=2026-01-17T09:21:26.894Z level=DEBUG message="Chat messages cache invalidated" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 key=messages:240bcf42-fa54-4a0d-861c-ea5c9a14c565 deleted_keys=0
app-1  | timestamp=2026-01-17T09:21:26.894Z level=INFO message="Message status updated successfully" message_id=e0d36093-4f0e-4a74-9c37-99f795104f2d user_id=3b7d375a-d6a5-448b-b3a7-6297cf5ca3a4 status=read
app-1  | timestamp=2026-01-17T09:21:26.894Z level=DEBUG message="UpdateMessageStatus: status updated successfully" user_id=3b7d375a-d6a5-448b-b3a7-6297cf5ca3a4 message_id=e0d36093-4f0e-4a74-9c37-99f795104f2d status=read
app-1  | timestamp=2026-01-17T09:21:26.894Z level=INFO message="HTTP request completed" method=POST path=/api/messages/status status=200 duration=1.943334ms remote_addr=172.30.0.1:37606 user_agent=curl/8.7.1
app-1  | timestamp=2026-01-17T09:21:26.906Z level=DEBUG message="HTTP request received" method=GET path=/api/messages remote_addr=172.30.0.1:37612 user_agent=curl/8.7.1 query="chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565"
app-1  | timestamp=2026-01-17T09:21:26.906Z level=DEBUG message="API request received" method=GET path=/api/messages query="chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565" content_type=""
app-1  | timestamp=2026-01-17T09:21:26.906Z level=INFO message="GetMessages: fetching messages" user_id=8585e1d2-9f54-4790-a9df-5fcebcd5d245 chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565
app-1  | timestamp=2026-01-17T09:21:26.906Z level=DEBUG message="Checking chat membership" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 user_id=8585e1d2-9f54-4790-a9df-5fcebcd5d245
app-1  | timestamp=2026-01-17T09:21:26.906Z level=DEBUG message="User is a chat member" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 user_id=8585e1d2-9f54-4790-a9df-5fcebcd5d245
app-1  | timestamp=2026-01-17T09:21:26.906Z level=DEBUG message="GetMessages: pagination" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 user_id=8585e1d2-9f54-4790-a9df-5fcebcd5d245 offset=0 limit=50
app-1  | timestamp=2026-01-17T09:21:26.906Z level=DEBUG message="Getting messages" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 offset=0 limit=50
app-1  | timestamp=2026-01-17T09:21:26.906Z level=DEBUG message="Getting cached chat messages" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565
app-1  | timestamp=2026-01-17T09:21:26.907Z level=DEBUG message="Chat messages not found in cache" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 key=messages:240bcf42-fa54-4a0d-861c-ea5c9a14c565
app-1  | timestamp=2026-01-17T09:21:26.907Z level=DEBUG message="Retrieved messages from database" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 message_count=1
app-1  | timestamp=2026-01-17T09:21:26.907Z level=DEBUG message="Getting users by IDs" user_count=1
app-1  | timestamp=2026-01-17T09:21:26.907Z level=DEBUG message="Caching chat messages" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 message_count=1
app-1  | timestamp=2026-01-17T09:21:26.907Z level=DEBUG message="Chat messages cached successfully" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 key=messages:240bcf42-fa54-4a0d-861c-ea5c9a14c565 message_count=1 ttl=5m
app-1  | timestamp=2026-01-17T09:21:26.907Z level=DEBUG message="Users retrieved by IDs" requested=1 found=1
app-1  | timestamp=2026-01-17T09:21:26.907Z level=DEBUG message="GetMessages: retrieved messages" chat_id=240bcf42-fa54-4a0d-861c-ea5c9a14c565 user_id=8585e1d2-9f54-4790-a9df-5fcebcd5d245 message_count=1
